"points","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"31440","0.17857142857142858","0.13095238095238096","0.1308849979012039","0.15148098067215926","0.07137599557391672","0.1636861942366505","0.09455728531834189"
"31488","0.16964285714285715","0.13392857142857142","0.10873514769906388","0.18361568043650045","0.046488465064116774","0.19803032626724631","0.1554503651154151"
"31536","0.19047619047619047","0.09523809523809525","0.05670579920695129","0.11900513970426774","0.07567438452981873","0.15516655914531946","0.11663612283994056"
"31584","0.13095238095238093","0.08333333333333334","0.09543928293928296","0.13396795972219402","0.08407972608475556","0.09397222678346864","0.11030603096943353"
"31632","0.1577380952380952","0.09821428571428571","0.09375840938755577","0.08911756435642218","0.07077717341725963","0.05402327537085754","0.108495955358438"
"31680","0.17857142857142855","0.10119047619047618","0.1884950043917435","0.12153632971804884","0.17018890748572005","0.11940324166975544","0.1749194834338899"
"31728","0.20238095238095238","0.13095238095238093","0.15637929492972844","0.11123004174479298","0.14374416075177857","0.14617454484896789","0.13617411392748588"
"31776","0.17857142857142858","0.08928571428571426","0.16504975378212883","0.09789733373215478","0.11595955462149711","0.106214636762008","0.09250972071169118"
"31824","0.20238095238095238","0.10714285714285715","0.12116746382989892","0.14999671371430084","0.08043435898323543","0.15218053263321824","0.08789414410464691"
"31872","0.2261904761904762","0.11904761904761905","0.10569390866893041","0.16565995952092785","0.05669445445181761","0.1008473122540772","0.03598598144084235"
"31920","0.25297619047619047","0.09226190476190477","0.05422066933676978","0.1287975720072172","0.1315112111701442","0.10281316035348166","0.029538061326090062"
"31968","0.2619047619047619","0.11904761904761905","0.11989439822023557","0.0909942999957492","0.10301505079261246","0.07326660462289815","0.09515355679559794"
"32016","0.2767857142857143","0.12797619047619047","0.1390954438970536","0.10507953321039659","0.08922919223096988","0.06674738802867966","0.08143148842591662"
"32064","0.29464285714285715","0.14583333333333334","0.2020123116301613","0.17356381034414656","0.18123813319300738","0.15677632544812548","0.14615908975888445"
"32112","0.32738095238095233","0.18452380952380953","0.3243275653598127","0.23851574329506148","0.2660616729021107","0.16667328551784996","0.17747422312154457"
"32160","0.32142857142857134","0.17857142857142855","0.29776454936085567","0.20511023196672065","0.23297151031210636","0.14475699616213042","0.1605725919699864"
"32208","0.3095238095238094","0.07142857142857142","0.17248816624544167","0.21339121644539125","0.15371942542222977","0.20987123208690778","0.11887797440779246"
"32256","0.3125","0.12797619047619047","0.22431307202197018","0.18530118241826846","0.21052910977803488","0.15325195831917232","0.1264509359709612"
"32304","0.29761904761904756","0.24404761904761907","0.27002611348367156","0.21017973892266326","0.263371227608191","0.18829835859795235","0.20477103501358096"
"32352","0.25","0.20833333333333334","0.1517899261093569","0.1331032994562302","0.1428210354436542","0.0875148184596183","0.10166126893934868"
"32400","0.21428571428571427","0.19047619047619047","0.12504846861830612","0.08732783343757765","0.05541137624211314","0.05376013280050561","0.08032359322471216"
"32448","0.19642857142857142","0.17261904761904764","0.03279205428141597","0.09511507890504453","0.03626836185618595","0.03531339143296429","0.10937995545050003"
"32496","0.17857142857142858","0.14880952380952384","0.029491561879961475","0.10855123635771322","0.02769072061862778","0.040840528415558956","0.10709845900651416"
"32544","0.14583333333333334","0.0982142857142857","0.05922196213825352","0.1037250655354044","0.031419484314704885","0.031072292928659796","0.1517559673413423"
"32592","0.1517857142857143","0.13392857142857142","0.04874327884157316","0.15765975021070652","0.09226190476190471","0.13117969533812165","0.11819375935853221"
"32640","0.12797619047619047","0.11011904761904763","0.10090490781576271","0.1413581774943073","0.15504111039820478","0.18059570551160042","0.1898917715045116"
"32688","0.20238095238095236","0.17857142857142858","0.1901244103431648","0.1923223873978505","0.24298231317869812","0.20824498475705708","0.24030672296386202"
"32736","0.2113095238095238","0.18749999999999997","0.18557645416850788","0.20657932133545262","0.24338900538357416","0.21786411469868777","0.2718061200354821"
"32784","0.1904761904761905","0.15476190476190474","0.2147247032937823","0.21746883893498625","0.24491951845247364","0.2001004823491065","0.29564787371145507"
"32832","0.19940476190476192","0.14583333333333331","0.2628889583491272","0.22667190738387136","0.2928752762057557","0.19220962852764745","0.23267414846137488"
"32880","0.22023809523809523","0.125","0.3161109931636728","0.19051271672429215","0.330160911822096","0.10683347347721797","0.2532701250244823"
"32928","0.1994047619047619","0.15773809523809523","0.27971334284702015","0.20932148957810326","0.2941943638331039","0.2623170357985183","0.2627083152700071"
"32976","0.21428571428571425","0.20833333333333331","0.2163866422229035","0.19688062033261491","0.23013465701081914","0.2955541734728376","0.26962552625893943"
"33024","0.16071428571428567","0.17261904761904762","0.14240073346493973","0.1520478178503239","0.1601048947825951","0.26715912816265364","0.1738294990951392"
"33072","0.14583333333333331","0.1279761904761905","0.18073332264752057","0.17365569102583941","0.19436152501572412","0.24155696854204453","0.07185381663034826"
"33120","0.16071428571428567","0.13095238095238093","0.22446399978119902","0.18806029918544032","0.2305238819338366","0.22618525251375404","0.09784326104368687"
"33168","0.1577380952380952","0.10416666666666667","0.26290300091764174","0.25082083928975524","0.26021826932731185","0.21757858978088945","0.11741291437240625"
"33216","0.1845238095238095","0.12499999999999999","0.3252527697886445","0.1354329379740058","0.3124250264506616","0.1039554526012485","0.11435252612348447"
"33264","0.1845238095238095","0.14285714285714288","0.3484489582648583","0.09799363043062907","0.33767337990987356","0.09086553852036446","0.18931711650934577"
"33312","0.16964285714285712","0.1279761904761905","0.3224136347585954","0.11109081495741197","0.2981781417224092","0.12912340208756556","0.16621710639221085"
"33360","0.14583333333333331","0.14583333333333337","0.27300647143612966","0.11000885104839278","0.23917373741778503","0.14006820857912453","0.11196717429521344"
"33408","0.14285714285714285","0.11309523809523808","0.21030450229457337","0.08126973437640983","0.18088251481299422","0.07335152960672973","0.09200225419883368"
"33456","0.12797619047619047","0.1220238095238095","0.16077903180332412","0.08701586018060292","0.13375640658714114","0.09458182849719818","0.10032150715183605"
"33504","0.15178571428571427","0.11011904761904767","0.09317751604930147","0.11589304515007089","0.06806802294869829","0.13101917185728618","0.15980107014595474"
"33552","0.1339285714285714","0.1279761904761905","0.019790192800252456","0.08818042637573878","0.03463023035091159","0.10277831503998053","0.09698705944400893"
"33600","0.15178571428571425","0.09821428571428573","0.019438133529192842","0.09280748141799489","0.02736288254313417","0.1139454617296361","0.148887833015966"
"33648","0.15476190476190474","0.18452380952380953","0.1175503239112383","0.09839206962858171","0.13714739246072663","0.12308271233921098","0.1290843254882334"
"33696","0.14285714285714285","0.19047619047619047","0.11389329923714424","0.13854976589462573","0.12426290731246706","0.12247650448143704","0.22199341246378188"
"33744","0.23809523809523808","0.125","0.13803252623050577","0.130914272956729","0.1319801704581074","0.17723955469070624","0.31045223253279863"
"33792","0.2797619047619047","0.11309523809523811","0.17289899162576924","0.10656544010917209","0.18427290250811726","0.10421222329128532","0.24005300515131978"
"33840","0.29166666666666663","0.09523809523809525","0.19726076131402434","0.11632779765720412","0.21114306539041805","0.09807575912414412","0.1617358399833474"
"33888","0.37499999999999994","0.17261904761904762","0.4637016101693607","0.25223300718652863","0.5322950393828432","0.16743114259772712","0.2849535440812676"
"33936","0.425595238095238","0.28869047619047616","0.5626664813651653","0.3546614120397714","0.5679200443073832","0.282296663820363","0.38957368482223775"
"33984","0.42261904761904756","0.3214285714285714","0.4340474587252794","0.3284919014869508","0.42167672246166477","0.2894609088537157","0.34693263558948473"
"34032","0.4434523809523809","0.30059523809523814","0.2928534808986035","0.2755403504562278","0.29608108179591935","0.25148484286123246","0.31528684570397447"
"34080","0.4196428571428571","0.12797619047619047","0.12243726390250986","0.2705536319298005","0.11787244431878191","0.2703390621079844","0.20353675885637817"
"34128","0.39583333333333326","0.18154761904761907","0.20239196230420026","0.19351529288478114","0.1873519743859673","0.17169759749847416","0.22820691768818135"
"34176","0.41071428571428564","0.11904761904761905","0.08144516276629675","0.22438945141218342","0.0645997908732871","0.23528796222007242","0.12083596241273482"
"34224","0.3571428571428571","0.15476190476190477","0.1905523222147958","0.19116188459619668","0.23815671941588357","0.14997464706444544","0.13140974145062323"
"34272","0.29761904761904756","0.22023809523809523","0.3456302251379023","0.24484760459142343","0.37302640405946946","0.24787031039412916","0.2346030523984377"
"34320","0.35416666666666663","0.30654761904761907","0.3915606855474555","0.32911338856293293","0.4049711133922482","0.3258868128856522","0.30040894432143134"
"34368","0.33333333333333326","0.27976190476190477","0.43855156019471186","0.29138211717456863","0.42926011016856536","0.2861503104810021","0.2635605350204663"
"34416","0.26785714285714285","0.2142857142857143","0.3217166700673855","0.22358843584096344","0.32965849380679707","0.21893162006839856","0.22472047490091798"
"34464","0.25297619047619047","0.24107142857142858","0.2922831220417868","0.23436134606263292","0.28217869898075987","0.22637099579423162","0.2766050621452688"
"34512","0.25595238095238093","0.11904761904761904","0.15355084261287247","0.11597843344033884","0.16656519373483664","0.11204240195518417","0.15759881389370523"
"34560","0.20535714285714285","0.06845238095238095","0.07281694975304137","0.07562452121260395","0.053625149361329866","0.0839807477651901","0.13030712712337775"
"34608","0.24107142857142852","0.11607142857142856","0.07322775228987105","0.07510399640037799","0.04127250908345124","0.10701414288906949","0.12320155780940589"
"34656","0.17857142857142855","0.08928571428571427","0.1136553144793487","0.08580732076671496","0.09787383537243483","0.10593790000195169","0.05472188802505319"
